IO Id,IO Name,Agency Name,Advertiser Name,Currency Type,Currency Exchange Rate,Ad Relevance,Booking Date,TA Rebate,IO Type,Agency Parent Company,Agency Type,ClientName
368547,TF.Opera.OMD.Renault.Transv.Nov.13,OMD,Renault S.A.,EUR,0.73,,,0,,Independent,Independent,
373227,Sheraton MYT 2013,LBI,"Starwood Hotels & Resorts Worldwide, Inc",EUR,0.73,,,0,,Publicis Groupe,Holding Company,
385367,CANCELLED First Direct FFV Q1 2014,Mindshare,HSBC,GBP,0.6,,,0,,WPP,Holding Company,
373227,Sheraton MYT Dec'2013,LBI,"Starwood Hotels & Resorts Worldwide, Inc",EUR,0.73,,,0,,Publicis Groupe,Holding Company,
193657,Coastal Contacts Japan Dec 2011,Direct,Coastal Contacts Inc.,CAD,1,,,0,,Direct,Direct,
452207,2014 Sonata Q4 Heavy Up,Initiative Media,Hyundai Motor Group,USD,1,,,0,,Interpublic,Holding Company,
438047,2015 Tourism Whistler Dreaming US Phase 2 Jan5_21,Wasserman & Partners,Tourism Whistler,CAD,1.09,,,0,,Independent,Independent,
438027,2015 Tourism Whistler Dreaming Canada Phase 2 Jan5_21,Wasserman & Partners,Tourism Whistler,CAD,1.09,,,0,,Independent,Independent,
322197,FY14 Personalized Retargeting - HT Last Action,Razorfish,Best Buy,USD,1,,,0,,Publicis Groupe,Holding Company,
497497,Blaze.iLatina.Elektra.BackToSchool.8.10-8.31.2015,I Latina,Promo Espacio,MXN,16.13,,,0,,Independent,Independent,
501727,Venetian Macao Bon Jovi Ticketing,Carat,Las Vegas Sands Corp,USD,1,,,0,,Aegis,Holding Company,
501707,Fed Gov_DFR_Regional ARES_Sep-Oct_2015,Mitchell & Partners,Australian Federal Government,AUD,1.4,,,0,,Aegis,Holding Company,
274477,Coastal Contacts US Nov 2012 CPA,Direct,Coastal Contacts Inc.,CAD,0.98,Consumer Goods,,0,,Direct,Direct,
286067,Regional Toyota_BehavioralTargeting_2013,Hoffman Lewis,Toyota Motor Corporation,USD,1,Automotive,,0,,Independent,Independent,
287017,Jucy NZ NZ Eyes 2013-14,HSM Digital,JUCY Group Limited,NZD,1.22,Automotive,,0,,Independent,Independent,
287877,Hoffman Lewis_Toyota_Hispanic_2013,Hoffman Lewis,Toyota Motor Corporation,USD,1,Automotive,,0,,Independent,Independent,
291177,13TDA_Nebraska,Saatchi & Saatchi,Toyota Motor Corporation,USD,1,Automotive,,0,,Publicis Groupe,Holding Company,
291197,13TDA_Missouri,Saatchi & Saatchi,Toyota Motor Corporation,USD,1,Automotive,,0,,Publicis Groupe,Holding Company,
291207,13TDA_Kansas,Saatchi & Saatchi,Toyota Motor Corporation,USD,1,Automotive,,0,,Publicis Groupe,Holding Company,
291237,13TDA_Iowa,Saatchi & Saatchi,Toyota Motor Corporation,USD,1,Automotive,,0,,Publicis Groupe,Holding Company,
291257,13TDA_Chicago Region,Saatchi & Saatchi,Toyota Motor Corporation,USD,1,Automotive,,0,,Publicis Groupe,Holding Company,
291277,13TDA_Portland,Saatchi & Saatchi,Toyota Motor Corporation,USD,1,Automotive,,0,,Publicis Groupe,Holding Company,
291507,13TDA_Utah,Saatchi & Saatchi,Toyota Motor Corporation,USD,1,Automotive,,0,,Publicis Groupe,Holding Company,
291517,13TDA_Colorado,Saatchi & Saatchi,Toyota Motor Corporation,USD,1,Automotive,,0,,Publicis Groupe,Holding Company,
291527,13TDA_Arizona,Saatchi & Saatchi,Toyota Motor Corporation,USD,1,Automotive,,0,,Publicis Groupe,Holding Company,
291917,13TDA_South Dakota,Saatchi & Saatchi,Toyota Motor Corporation,USD,1,Automotive,,0,,Publicis Groupe,Holding Company,
291927,13TDA_North Dakota,Saatchi & Saatchi,Toyota Motor Corporation,USD,1,Automotive,,0,,Publicis Groupe,Holding Company,
292427,Texzus P4H FY 2013 CPA,Direct,TexZus Capital Ventures,USD,1,Finance,,0,,Direct,Direct,
292437,Primal Burn CPA FY13,Direct,TexZus Capital Ventures,USD,1,Finance,,0,,Direct,Direct,
293807,CY13TDA_Chicago Region_Wausau DMA,Saatchi & Saatchi,Toyota Motor Corporation,USD,1,Automotive,,0,,Publicis Groupe,Holding Company,
293817,CY13TDA_Chicago Region_La Crosse DMA,Saatchi & Saatchi,Toyota Motor Corporation,USD,1,Automotive,,0,,Publicis Groupe,Holding Company,
293827,CY13TDA_Chicago Region_Sheboygan DMA,Saatchi & Saatchi,Toyota Motor Corporation,USD,1,Automotive,,0,,Publicis Groupe,Holding Company,
293847,CY13TDA_Chicago Region_Ft Wayne DMA,Saatchi & Saatchi,Toyota Motor Corporation,USD,1,Automotive,,0,,Publicis Groupe,Holding Company,
293857,CY13TDA_Chicago Region_Madison DMA,Saatchi & Saatchi,Toyota Motor Corporation,USD,1,Automotive,,0,,Publicis Groupe,Holding Company,
293897,CY13TDA_Kansas Region_Sioux Falls DMA,Saatchi & Saatchi,Toyota Motor Corporation,USD,1,Automotive,,0,,Publicis Groupe,Holding Company,
295667,Wedding Wishes 2013,Universal McCann,Kohls Corporation,USD,1,Retail,,0,,Interpublic,Holding Company,
297307,In Market User Targeting_CY13 Upfront,Team One Advertising,Toyota Motor Corporation,USD,1,Automotive,,0,,Publicis Groupe,Holding Company,
297947,Rabobank Arbeidsmarketing communicatie ICT,Initiative Media,RaboBank,EUR,0.73,Finance,,0,,Interpublic,Holding Company,
299257,TribalFusion/Brand/Civic/Arbitrage/Feb2013,303LOWE,Civic Video Entertainment Ltd,AUD,0.96,Entertainment,,0,,Interpublic,Holding Company,
305707,Astro On The Go- Part 2.Display,Mindshare,MEASAT Satellite Systems Sdn. Bhd,USD,1,Entertainment,,0,,WPP,Holding Company,
308227,FY14 Personalized Retargeting - LG HT,Razorfish,Best Buy,USD,1,Retail,,0,,Publicis Groupe,Holding Company,
311687,SC2_FY14_CONQUESTING,Zenithoptimedia,Toyota Motor Corporation,USD,1,Automotive,,0,,Publicis Groupe,Holding Company,
312047,FY13 Hawaiian Airlines - Display - Australia,Razorfish,Hawaiian Holdings Inc.,USD,1,Travel and Transport,,0,,Publicis Groupe,Holding Company,
312127,000001_13Y_N_Wed Wishes Registry,Zenithoptimedia,Kohls Corporation,USD,1,Retail,,0,,Publicis Groupe,Holding Company,
312157,Alaska Airlines_Disney Travel_4.1.2013-12.31.2013,AdReady,Alaska Air Group Inc.,USD,1,Travel and Transport,,0,,Independent,Independent,
312737,FY13 Infiniti Q1-Q2 1H In-Market Targeting,OMD,Nissan Motor Company Ltd,USD,1,Automotive,,0,,Independent,Independent,
313847,FY13 Nissan Q1-Q4 LEAF Lifestyle,OMD,Nissan Motor Company Ltd,USD,1,Automotive,,0,,Independent,Independent,
314317,Jucy NZ AU Eyes. Display 13-14,HSM Digital,JUCY Group Limited,NZD,1.19,Automotive,,0,,Independent,Independent,
316757,13010 FY13 In-Market Digital,Zimmerman Partner Advertising,Nissan Motor Company Ltd,USD,1,Automotive,,0,,Omnicom Group,Holding Company,
323217,Nedbank Retail - Personal Loans,Native,Nedbank,ZAR,8.99,Finance,,0,,Independent,Independent,
326687,SC2_FY14_CHI,Zenithoptimedia,Toyota Motor Corporation,USD,1,Automotive,,0,,Publicis Groupe,Holding Company,
327797,BDOT_Diversity_Flight6&6b,Fuseideas,Bermuda Department of Tourism,USD,1,Travel and Transport,,0,,Independent,Independent,
330737,2013-2014 Cohen's Firefly,Direct,Cohen's Furniture,USD,1,Consumer Goods,,0,,Direct,Direct,
331517,14_FY14_Parts_&_Services June 2013,Saatchi & Saatchi,Toyota Motor Corporation,USD,1,Automotive,,0,,Publicis Groupe,Holding Company,
331577,Jucy NZ INT Jun 2013-14.Display,HSM Digital,JUCY Group Limited,NZD,1.25,Automotive,,0,,Independent,Independent,
331587,Jucy AU AU Jun 2013-14.Display,HSM Digital,JUCY Group Limited,NZD,1.25,Automotive,,0,,Independent,Independent,
332187,Mindshare New York Land Rover- 2013-2014 Tier 1 FY13 Upfront,Xaxis,Tata Group,USD,1,Business and Industry,,0,,WPP,Holding Company,
338257,Winstone Wallboards Online July13 - May14.Display,Wired Media,Winstone Wallboards,NZD,1.28,Retail,,0,,Independent,Independent,
338787,Diamond Resorts International Test,Direct,"Diamond Resorts Holdings, LLC",USD,1,Travel and Transport,,0,,Direct,Direct,
338967,Mango - Happy Days Ongoing 2,MediaShop,"Punto Fa, S.L.",ZAR,9.89,Retail,,0,,Independent,Independent,
339917,MAHB Indulge till you fly.CPE,Dentsu,Malaysia Airports Holding Berhad,USD,1,Travel and Transport,,0,,Aegis,Holding Company,
339937,003843_VF_CBU_Roaming_Summer_Jun-Aug?13,Blue Mango Interactive,Vodafone Group Plc,EUR,0.76,Telecoms,,0,,Independent,Independent,
340317,HKTDC Trade Fair Capital July 2013.Display,Direct,Hong Kong Trade Development Council,USD,1,Business and Industry,,0,,Direct,Direct,
340977,PCKeeper PU Oct-Nov 2013.Display,Direct,Kromtech Alliance,USD,1,Technology,,0,,Direct,Direct,
341217,NZ Post - You Shop Aug13,Starcom Mediavest,New Zealand Post,NZD,1.28,"Government, Social and Political",,0,,Publicis Groupe,Holding Company,
341957,Starwood SPG Mastercard Aug 13 Jan 14,LBI,"Starwood Hotels & Resorts Worldwide, Inc",USD,1,Travel and Transport,,0,,Publicis Groupe,Holding Company,
342637,Fort Bend 2013,Lin Digital,Fort Bend ISD,USD,1,"Government, Social and Political",,0,,Independent,Independent,
343077,Starwood SPG Mastercard Jan Feb 2014,LBI,"Starwood Hotels & Resorts Worldwide, Inc",USD,1,Travel and Transport,,0,,Publicis Groupe,Holding Company,
343087,Starwood SPG Mastercard Feb July 2014,LBI,"Starwood Hotels & Resorts Worldwide, Inc",USD,1,Travel and Transport,,0,,Publicis Groupe,Holding Company,
343097,Starwood SPG Mastercard May June 2014,LBI,"Starwood Hotels & Resorts Worldwide, Inc",USD,1,Travel and Transport,,0,,Publicis Groupe,Holding Company,
343557,TribalFusion/performance/OperaAustraliaSubscriptions/Aug-Nov2013,Foundation,Opera Australia,AUD,1.08,Entertainment,,0,,Independent,Independent,
343787,Salt Lake CVB 2013 Winter campaign,Direct,Visit Salt Lake,USD,1,Travel and Transport,,0,,Direct,Direct,
343917,Salt Lake CVB 2013 Winter campaign,Direct,Visit Salt Lake,USD,1,Travel and Transport,,0,,Direct,Direct,
344487,ACCENTURE THAILAND 2013_BRANDING CAMPAIGN.Firefly,MEC,Accenture,USD,1,Business and Industry,,0,,WPP,Holding Company,
344757,BCLC_FY14_GameSense_Aug13`-Mar14`,OMD,British Colmbia Lottery Corporation,CAD,1.03,Entertainment,,0,,Independent,Independent,
345957,Tourism Australia Business Events- Aug13.Display&CPE,OMD,Tourism Australia,NZD,1.25,Travel and Transport,,0,,Independent,Independent,
347107,Visit Salt Lake - Appsnack,Direct,Visit Salt Lake,USD,1,Travel and Transport,,0,,Direct,Direct,
347207,SC2_FY14_GST,Zenithoptimedia,Toyota Motor Corporation,USD,1,Automotive,,0,,Publicis Groupe,Holding Company,
347417,AdoTube_DraftFCB-Winstone Wallboards Online Display July13-May14,Draftfcb,Winstone Wallboards,NZD,1.25,Retail,,0,,Interpublic,Holding Company,
347557,2013 Toyota Corolla Fall (Sep-Dec),Saatchi & Saatchi,Toyota Motor Corporation,CAD,1.03,Automotive,,0,,Publicis Groupe,Holding Company,
347677,2013-14 COC Season (Sep'13-May'14),Direct,Canadian Opera Company,CAD,1.03,Entertainment,,0,,Direct,Direct,
347687,2013 Svedka Vodka - Phase 3 Dec 9 to Jan 5 Campaign,Bensimon Byrne Agency,"Constellation Brands, Inc.",USD,1,Retail,,0,,Independent,Independent,
349487,TF Brand Deakin University Arts & Education Post Grad Jan-Feb14,CumminsRoss,Deakin University,AUD,1.11,Education,,0,,Independent,Independent,
349697,2013 Weirdly Awesome,Periscope,Mederer GmbH,USD,1,Other,,0,,Independent,Independent,
349807,TF/P/PrincessCruises/RetailPlan/2013-2014,MediaCom,Carnival Corporation & plc,AUD,1.11,Travel and Transport,,0,,WPP,Holding Company,
350057,2013/14 Season - National Ballet of Canada (Nov '13 - Jul '14),Direct,The National Ballet of Canada,CAD,1.05,Professional Services,,0,,Direct,Direct,
350067,MEC New York - IKEA Digital Video '14,Xaxis,Stichting INGKA Foundation,USD,1,Charity,,0,,WPP,Holding Company,
350247,TF/P/P&OCruises/2013,MediaCom,Carnival Corporation & plc,AUD,1.11,Travel and Transport,,0,,WPP,Holding Company,
350447,AUT_FY14_20130901_20140830_DIS_DRS_Retail (Advanced),Havas Digital,AutoZone,USD,1,Retail,,0,,Havas,Holding Company,
350467,AUT_FY14_20130901_20140830_DIS_DRS_Retail(Diversity),Havas Digital,AutoZone,USD,1,Retail,,0,,Havas,Holding Company,
351097,St Regis Family Traditions Feb / Mar 14',LBI,"Starwood Hotels & Resorts Worldwide, Inc",EUR,0.75,Travel and Transport,,0,,Publicis Groupe,Holding Company,
351277,FY14 WATER CONDITIONING SEP-MAY,Universal McCann,Cargill,USD,1,Public Services,,0,,Interpublic,Holding Company,
351467,TF Uni of Sydney Main Business PG SepJan13,Initiative Media,The University of Sydney,AUD,1.11,"Government, Social and Political",,0,,Interpublic,Holding Company,
351967,2013 VMware Fusion 6 Pro Enterprise Campaign,Gyro,EMC Corporation,USD,1,Technology,,0,,Independent,Independent,
351977,2013 VMware Fusion 6 Consumer Campaign,Gyro,EMC Corporation,USD,1,Technology,,0,,Independent,Independent,
351987,2013 VMware Workstation 10 Campaign,Gyro,EMC Corporation,USD,1,Technology,,0,,Independent,Independent,
352257,TGCSA,Acceleration Media,South African Tourism,ZAR,9.86,Travel and Transport,,0,,WPP,Holding Company,
352717,MON DKFY14 - Tribal Fusion,Osborn Barr,Monsanto Company Inc.,USD,1,Retail,,0,,Independent,Independent,
352967,Ado Tube_Honda MPE Sep 13-Feb 14,Mindshare,"Honda Motor Company, Ltd.",AUD,1.1,Automotive,,0,,WPP,Holding Company,
352987,MON Asgrow FY14-Tribal Fusion,Osborn Barr,Monsanto Company Inc.,USD,1,Retail,,0,,Independent,Independent,
353197,"Firefly Video Pilot Test, BinckBank, Alex Vermogensbank, January 2014",Direct,BinckBank NV,EUR,0.75,Finance,,0,,Direct,Direct,
353447,MHF 2014 Launch OLA,Mullen,"McGraw Hill Financial, Inc.",USD,1,Finance,,0,,Interpublic,Holding Company,
353497,Van Heusen Appsnack,Frontier,PVH Corp.,AUD,1.1,Retail,,0,,Independent,Independent,
353577,Philips Plus Project Sept2013.Display,Carat,Philips,USD,1,Retail,,0,,Aegis,Holding Company,
353737,DIZ/DCL/040_USA_FY14_Q1-Q4_DCL_Miami Digital Display_GM,Carat,The Walt Disney Company,USD,1,Entertainment,,0,,Aegis,Holding Company,
353757,Reach Higher Statewide 2013-2014,VI Marketing and Branding,Oklahoma State Regents,USD,1,Public Services,,0,,Independent,Independent,
354117,2013 UPS - SMB Campaign - Oct 21 to Dec 22 & Jan 6 to Mar 31 (Apr 20),Maxus,"United Parcel Service, Inc.",CAD,1.05,Business and Industry,,0,,WPP,Holding Company,
354307,Idahoan 2013 - 2014,Riester,Idahoan Foods,USD,1,Entertainment,,0,,Independent,Independent,
354317,Headphones FY14,Mullen,Bose Corporation,USD,1,Hardware & Electronics,,0,,Interpublic,Holding Company,
354587,HBOS Vantage Sept Dec 2013,Xaxis,Lloyds Banking Group PLC,GBP,0.64,Finance,,0,,WPP,Holding Company,
354607,Texzus Bloop Pressure Sept 2013 CPA,Direct,TexZus Capital Ventures,USD,1,Finance,,0,,Direct,Direct,
355277,CCEMC Global Responsibility Sept 2013,Mediactive,Climate Change and Emissions Management Corporation,CAD,1.05,Finance,,0,,Independent,Independent,
355757,2013-2014 Toyota - Prius (Sep'13-Feb'14),Saatchi & Saatchi,Toyota Motor Corporation,CAD,1.05,Automotive,,0,,Publicis Groupe,Holding Company,
355817,2013-2014 Takeda - Brintellix HCP Oct 28 to Mar 31 Campaign,Klick Communications,Takeda Pharmaceutical,USD,1,Health,,0,,Independent,Independent,
355897,TRUVIA FY14 OCT-MAY,Universal McCann,Cargill,USD,1,Public Services,,0,,Interpublic,Holding Company,
355987,FFV iiNet Call Packs and Conn Oct13Feb14,OMD,iiNet Limited,AUD,1.1,Telecoms,,0,,Independent,Independent,
355997,TF iiNet Call Packs and Conn Oct13Feb14,OMD,iiNet Limited,AUD,1.1,Telecoms,,0,,Independent,Independent,
356557,Starwood Tactical December 2013,LBI,"Starwood Hotels & Resorts Worldwide, Inc",EUR,0.75,Travel and Transport,,0,,Publicis Groupe,Holding Company,
356747,FY2014 Cat's Pride September - April Plan,Doner,Oil-Dri Corporation of America,USD,1,"Government, Social and Political",,0,,Independent,Independent,
356787,Tourism Whistler Nordic Oct 2013,Wasserman & Partners,Tourism Whistler,CAD,1.05,Travel and Transport,,0,,Independent,Independent,
357047,FY2014 Fall,Fuseideas,William Paterson University,USD,1,Public Services,,0,,Independent,Independent,
357237,Ski salt Lake 2013,Direct,Visit Salt Lake,USD,1,Travel and Transport,,0,,Direct,Direct,
357577,UMC_AWR_309_SFAAB_US_FY13,Mindshare,US Department of Defense,USD,1,Public Services,,0,,WPP,Holding Company,
357677,DIZ/DCL/050_USA_FY14_Q2_DCL_Fleet Brand Building Mobile_GM/HM,Carat,The Walt Disney Company,USD,1,Entertainment,,0,,Aegis,Holding Company,
357887,2013 Disney - Aulani Oct 14 to Jan 30 Campaign,Carat,The Walt Disney Company,CAD,1.05,Entertainment,,0,,Aegis,Holding Company,
357987,Tribal Fusion_Bob Jane_Oct 2013-Mar 2014,Carat,Bob Jane T-Marts,AUD,1.1,Automotive,,0,,Aegis,Holding Company,
358057,Samsung Galaxy Tab 3 Sep-Oct'13.Firefly & Appsnack,Starcom Mediavest,Samsung,USD,1,Hardware & Electronics,,0,,Publicis Groupe,Holding Company,
358147,TFL TIP programme Q4 2013,MEC,Transport for London,GBP,0.64,Travel and Transport,,0,,WPP,Holding Company,
358687,2013/14 Disney Parks - DisneySide Intent (Nov '13 - Jan '14),Carat,The Walt Disney Company,CAD,1.05,Entertainment,,0,,Aegis,Holding Company,
358817,NZ Post ? Real Me Sep-Feb'14.Display,Starcom Mediavest,New Zealand Post,NZD,1.27,"Government, Social and Political",,0,,Publicis Groupe,Holding Company,
358837,Samsung Galaxy Note 3 Campaign. Appsnack.Display,Starcom Mediavest,Samsung,SGD,1.27,Hardware & Electronics,,0,,Publicis Groupe,Holding Company,
358857,TF/P/MHC/OnGoing,MediaCom,My Holiday Centre,AUD,1.1,Travel and Transport,,0,,WPP,Holding Company,
359037,Bentley TF Q4 2013,PHD,Volkswagen Group,GBP,0.64,Automotive,,0,,Omnicom Group,Holding Company,
359047,Bentley FFV Q4 2013,PHD,Volkswagen Group,GBP,0.64,Automotive,,0,,Omnicom Group,Holding Company,
359657,Destination BC Ski CONNECT Oct 2013,Jungle Media,Destination BC Corporation,CAD,1.05,Travel and Transport,,0,,Independent,Independent,
359667,DIZ/DLR/188_USA_FY14_DLR Always On 365 Conversion Display_GM/HM,Carat,The Walt Disney Company,USD,1,Entertainment,,0,,Aegis,Holding Company,
360147,TF/P/Scoot/WA-13&14,MediaCom,Temasek Holdings,AUD,1.1,Travel and Transport,,0,,WPP,Holding Company,
360227,Unilever - VO5 Hair & Beauty,Mindshare,Unilever,ZAR,10.26,Consumer Goods,,0,,WPP,Holding Company,
360437,TFL TIP Q4 Q1 2013/2014,MEC,Transport for London,GBP,0.64,Travel and Transport,,0,,WPP,Holding Company,
360657,Xaxis Direct - Kaspersky - Acquisition and Renewal Q4 2013,Xaxis,Kaspersky Lab,USD,1,Technology,,0,,WPP,Holding Company,
360877,TF Perf World Vision CSPON Xmas Oct-Jan14,Universal McCann,World Vision International,AUD,1.1,"Government, Social and Political",,0,,Interpublic,Holding Company,
360897,FFV World Vision CSPON Oct-Jan14,Universal McCann,World Vision International,AUD,1.1,"Government, Social and Political",,0,,Interpublic,Holding Company,
361127,Giant Singapore Oct.Display,Digital Rezonance,Giant Singapore,SGD,1.27,Retail,,0,,Omnicom Group,Holding Company,
361437,13 4Q PARK_Holiday_ Tribal,Copacino Fujikado,Parking Mitigation,USD,1,Public Services,,0,,Independent,Independent,
361527,FFV Osborn & Barr Asgrow_Acceleron,Osborn Barr,Monsanto Company Inc.,USD,1,Retail,,0,,Independent,Independent,
361577,2013 insight VIZU study 2,Direct,Test,AUD,1.1,Other,,0,,Direct,Direct,
361627,STA Travel Visit New Zealand,OMD,STA Travel,AUD,1.1,Travel and Transport,,0,,Independent,Independent,
361827,DIZ/WDP/293_FY14_WDP_Disney Side_Intent Display_GM,Carat,The Walt Disney Company,USD,1,Entertainment,,0,,Aegis,Holding Company,
361987,FY'14 Food Salt Sep-May,Universal McCann,Cargill,USD,1,Public Services,,0,,Interpublic,Holding Company,
362017,FY14 Miles Partnership Richmond 2013,The Miles Partnership LLP,Brand USA,USD,1,Travel and Transport,,0,,Independent,Independent,
362177,INTI 2014 WA CAMPAIGN.Display,MEC,Inti Universal Holdings Sdn Bhd,USD,1,Education,,0,,WPP,Holding Company,
362437,FY 14 RRPLUS Digital Insertions,Brighton Agency,Monsanto Company Inc.,USD,1,Retail,,0,,Independent,Independent,
362447,FY 14 Digital Insertions,Brighton Agency,Monsanto Company Inc.,USD,1,Retail,,0,,Independent,Independent,
362457,FY 14 RRPLUS Digital Insertions,Brighton Agency,Monsanto Company Inc.,USD,1,Retail,,0,,Independent,Independent,
362467,FY 14 Digital Insertions,Brighton Agency,Monsanto Company Inc.,USD,1,Retail,,0,,Independent,Independent,
362647,QMA Damien Hirst OCt-Dec13.Display,Agency 222,Qatar Museums Authority,USD,1,Entertainment,,0,,Independent,Independent,
362727,D23 Flooring_Soft Spring Carpet Q4_Nov-Jan 2013_VFC_GM,Carat,Home Depot,USD,1,Retail,,0,,Aegis,Holding Company,
362787,TF Citadines Hotels Oct-Jan14,Havas Digital,The Ascott Limited,AUD,1.06,Business and Industry,,0,,Havas,Holding Company,
363137,BC Securities Commission Investright Oct 2013,Slingshot Communications,BC Securities Commission,CAD,1.03,Finance,,0,,Independent,Independent,
363197,2013 Weirdly Awesome,Periscope,Mederer GmbH,USD,1,Other,,0,,Independent,Independent,
363797,Indiana University Kelley School ofBusiness - Enrollment 2013,Lin Digital,Indiana University,USD,1,Education,,0,,Independent,Independent,
363817,SK Blue Cross P2P Oct 2013,Marketing Den,Saskatchewan Blue Cross,CAD,1.03,Health,,0,,Independent,Independent,
363827,SK Blue Cross P2P Oct 2013 appsnack,Marketing Den,Saskatchewan Blue Cross,CAD,1.03,Health,,0,,Independent,Independent,
364177,NissanSentra_ZA,OMD,Nissan Motor Company Ltd,ZAR,10,Automotive,,0,,Independent,Independent,
364227,2013 Cineplex UltraAVX - Oct 28 to Jan 5,Gaggi Media,Cineplex Inc.,CAD,1.03,Entertainment,,0,,Independent,Independent,
364257,FY'14 Q1 National Display,Initiative Media,National Railroad Passenger Corporation,USD,1,Travel and Transport,,0,,Interpublic,Holding Company,
364327,SK Blue Cross Travel Fall Nov 2013,Marketing Den,Saskatchewan Blue Cross,CAD,1.03,Health,,0,,Independent,Independent,
364337,TFPerformanceOpera AustraliaHOSHOct 2013-Apr 2014,Foundation,Opera Australia,AUD,1.06,Entertainment,,0,,Independent,Independent,
364687,Ugg Oct 13 - Jan 14 DR,M2M,Deckers Outdoor Corporation,GBP,0.61,Retail,,0,,Omnicom Group,Holding Company,
365297,HVCB 2014 Baseline,OMD,Hawaii Tourism Authority,USD,1,Travel and Transport,,0,,Independent,Independent,
365457,Regal Salmon Jan-Apr'14.Display,Republik,Regal Salmon,NZD,1.2,Entertainment,,0,,Independent,Independent,
365467,Tribal Fusion_BMW X5_Nov-Feb,Vizeum,BMW,AUD,1.06,Automotive,,0,,Aegis,Holding Company,
365697,UTI - FY'14Q1 Auto Display,ID Media,"Universal Technical Institute, Inc.",USD,1,Education,,0,,Interpublic,Holding Company,
365747,2013-2014 Intuit Small Business QuickBooks Adotube November 11 - March 30,Orion Trading,Intuit,USD,1,Other,,0,,Interpublic,Holding Company,
365757,TF iiNet Internode Summer Nov13Jan14,OMD,iiNet Limited,AUD,1.06,Telecoms,,0,,Independent,Independent,
366357,Expressionery Q4 Test,Direct,Harland Clarke,USD,1,Finance,,0,,Direct,Direct,
366457,TF/Performance/Amex/Discovery & Platinum Edge/Q4 2013,Mindshare,American Express Company,AUD,1.06,Finance,,0,,WPP,Holding Company,
366487,TF/Performance/CBA/Travel Money Card/Nov-Dec 2013,Ikon Communications,Commonwealth Bank,AUD,1.06,Finance,,0,,Independent,Independent,
366497,ASBrandingCBATravel Money CardNov-Dec 2013,Ikon Communications,Commonwealth Bank,AUD,1.06,Finance,,0,,Independent,Independent,
366647,AdoTube_Nissan_Pathfinder Oct13-Feb14,Carat,Nissan Motor Company Ltd,AUD,1.06,Automotive,,0,,Aegis,Holding Company,
366727,FY14 Q4 Digital Insert,Razorfish,Best Buy,USD,1,Retail,,0,,Publicis Groupe,Holding Company,
366807,Wyoming Travel & Tourism,Media Networks Inc.,Wyoming Office of Tourism,USD,1,Travel and Transport,,0,,Independent,Independent,
366867,Care UK TF Oct-Dec 2013,Agenda 21,Care UK,GBP,0.61,Charity,,0,,Independent,Independent,
367027,Oreck 2013,Lin Digital,Oreck Corporation,USD,1,Hardware & Electronics,,0,,Independent,Independent,
367227,Open Uni Seg E Computing Nov Jan 2014,Rapp Media,The Open University,GBP,0.61,Education,,0,,Omnicom Group,Holding Company,
367237,Open Uni Seg E Generic Nov-Jan 2013,Rapp Media,The Open University,GBP,0.61,Education,,0,,Omnicom Group,Holding Company,
367257,Clorox Online.Jan Mar 2014.Display & Appsnack,Draftfcb,The Clorox Company,NZD,1.2,Consumer Goods,,0,,Interpublic,Holding Company,
367287,Open Uni HSC Nov-Jan 2014,Rapp Media,The Open University,GBP,0.61,Education,,0,,Omnicom Group,Holding Company,
367387,Google Nexus UK Q4 2013,Essence Media,Google Inc.,GBP,0.61,Technology,,0,,Independent,Independent,
367447,Honda CRV Diesel Q1 2014,Starcom Mediavest,"Honda Motor Company, Ltd.",GBP,0.61,Automotive,,0,,Publicis Groupe,Holding Company,
367567,Mammoth Lakes Nov_Jan IO,Mering Carson,Mammoth Lakes Tourism,USD,1,Travel and Transport,,0,,Independent,Independent,
367857,LCP Providence - Winter Event,Merkley and Partners,Daimler AG,USD,1,Automotive,,0,,Independent,Independent,
368057,SAT Kenya Burst 1,Acceleration Media,South African Tourism,ZAR,10,Travel and Transport,,0,,WPP,Holding Company,
368247,"The Open University, F2 Postgrad Nov Jan 2014",Rapp Media,The Open University,GBP,0.61,Education,,0,,Omnicom Group,Holding Company,
368397,Texzus Power Freedom Oct 2013,Direct,TexZus Capital Ventures,USD,1,Finance,,0,,Direct,Direct,
368427,AOT FY14 National Campaign,Off Madison Avenue,Arizona Office of Tourism,USD,1,Travel and Transport,,0,,Independent,Independent,
368437,Intuit QuickBooks and It's ecosystem of products,Orion Trading,Intuit,USD,1,Other,,0,,Interpublic,Holding Company,
368587,AppTV CPM Jan 14.FT,Direct,AppTV,USD,1,Entertainment,,0,,Direct,Direct,
368847,Astro Multiroom Jan 2014.Display,Mindshare,MEASAT Satellite Systems Sdn. Bhd,USD,1,Entertainment,,0,,WPP,Holding Company,
368927,Tamani Communities Oct 2013,DSA Media,JWI Investments LP,CAD,1.03,Finance,,0,,Independent,Independent,
368997,TF Hungry Jacks Value Summer Nov-Jan14,Maxus,Burger King,AUD,1.06,Entertainment,,0,,WPP,Holding Company,
369007,App Hungry Jacks Value Summer Nov-Jan14,Maxus,Burger King,AUD,1.06,Entertainment,,0,,WPP,Holding Company,
369167,Ado Tube_Somersby Cider Nov13_Feb14,CumminsRoss,Carlsberg Group,AUD,1.06,Consumer Goods,,0,,Independent,Independent,
