IO Id,IO Name,Agency Name,Advertiser Name,Currency Type,Currency Exchange Rate,Ad Relevance,Booking Date,TA Rebate,IO Type,Agency Parent Company,Agency Type,ClientName
538387,VDX.Instream.Havas.ECI.ModaJoven.May.16,Media Contacts,"El Corte Ingles, S.A.",EUR,0.87,Retail,2016-05-24,0.1689,IO,Havas,Holding Company,ECI.VDX
538397,Fed Gov AEC Voter Services Jun-Jul 2016,Mitchell & Partners,Australian Federal Government,AUD,1.31,"Government, Social and Political",2016-06-08,0.1,IO,Aegis,Holding Company,Australian Federal Government
538407,Expo_Parrot Drones_2016,Sphere,Parrot SA,AUD,1.31,Technology,2016-05-24,0,IO,Independent,Independent,Parrot Australia
538417,Exponential.Havas.Emirates.EuropeSale.MayJun2016,Havas Digital,Emirates Group,AUD,1.31,Travel and Transport,2016-05-24,0.1,IO,Havas,Holding Company,Emirates
538437,Mercy Care Community & Home Care Support Service Jun16,Adcorp,MercyCare,AUD,1.31,Charity,2016-06-08,0,IO,Independent,Independent,Mercy Care
538447,Exponential.OMD.VillageRoadshow.BatmanvsSuperman.JunJul2016,OMD,Village Roadshow Limited,AUD,1.31,Entertainment,2016-06-01,0,IO,Omnicom group,Holding Company,Village Roadshow Limited
538457,Barclays Africa Transactional Switch 8062T,Base Two,Barclays PLC,ZAR,14.19,Finance,2016-06-27,0,IO,Independent,Independent,Barclays Africa Transactional
538467,VDX.Display.Havas.Mediaplanning.Bthetravelbrand.Guanajuato.May.16,Media Planning,Barcelo Hotels,EUR,0.87,Travel and Transport,2016-05-25,0.1689,IO,Havas,Holding Company,VDX BtheTravelBrand
538487,Wewe media CPM,Direct,Wewe Media Group Pte Ltd,USD,1,Other,2016-05-26,0,Full Tango,Independent,Direct,Wewe Media Group Pte Ltd
538497,Display.CPM-A.GM.Minshare.Cetelem.Junio.16,Group M,BNP Paribas,EUR,0.87,Finance,2016-05-25,0.3085,IO,WPP,Holding Company,Cetelem
538507,O2 May June 2016,AFFIPERF,Telefonica,GBP,0.68,Telecoms,2016-06-09,0.1,PMP,Havas,Holding Company,O2 May June 2016
538517,VDX.Opera.OMD.Renault.Megane.Jun.16,OMD,Renault S.A.,EUR,0.87,Automotive,2016-05-25,0.352,IO,Omnicom group,Holding Company,VDX Renault
538527,South west Trains Summer 2016,Rocket Network,Stagecoach Group PLC,GBP,0.68,Travel and Transport,2016-05-25,0,IO,Omnicom group,Holding Company,South West Trains
538537,2016 Westminster Savings Small Business May30_Jul10,Taylor Made Media,WESTMINSTER SAVINGS,CAD,1.25,Finance,2016-05-27,0,IO,Independent,Independent,WESTMINSTER SAVINGS
538547,Fed Gov DFR Regional Info Sessions June 2016,Mitchell & Partners,Australian Federal Government,AUD,1.31,"Government, Social and Political",2016-05-27,0.1,IO,Aegis,Holding Company,Australian Federal Government
538557,Exponential.BR.Adcorp.Mitsubishi.JunJuly2016,Adcorp,Mitsubishi Group,AUD,1.31,Automotive,2016-05-31,0,IO,Independent,Independent,Mitsubishi Heavy Industries
538567,Shangri-la Summer Holiday 2016 Performance Display Promotion,Digitas,Shangri-La Hotels and Resorts,HKD,7.75,Travel and Transport,2016-05-26,0,IO,Publicis group,Holding Company,Shangri-la Hotels and Resorts
538577,Fed Gov AEC Formality Jun-Jul 2016,Mitchell & Partners,Australian Federal Government,AUD,1.31,"Government, Social and Political",2016-05-26,0.1,IO,Aegis,Holding Company,Australian Federal Government
538587,Mercy Care Lending Services June16,Adcorp,MercyCare,AUD,1.31,Charity,2016-05-27,0,IO,Independent,Independent,Mercy Care
538597,ABM revshare,Direct,Venturist Media Inc d.b.a. AndBeyond.Media,USD,1,Other,2016-05-26,0,Full Tango,Independent,Direct,AndBeyond Media
538607,Programmatic Affiperf Citroen DS3 ,AFFIPERF,PSA Peugeot Citroen,EUR,0.89,Automotive,2016-06-23,0.1,IO,Havas,Holding Company,Citroen DS
538627,IABs.Opera.OMD.Renault.VN.Jun.16,OMD,Renault S.A.,EUR,0.87,Automotive,2016-05-31,0.352,IO,Omnicom group,Holding Company,Renault
538637,Mongrel Media - Love & Friendship - 2016,Cairns O Neil Strategic Media,Mongrel Media,CAD,1.25,Media,2016-05-27,0,IO,Independent,Independent,Mongrel Media
538647,CY16_TDA_New YorkRegion_Greater NewYork_Highlander Incremental,Saatchi & Saatchi,Toyota Motor Corporation,USD,1,Automotive,2016-05-26,0,IO,Publicis group,Holding Company,Toyota TDA
538657,VDX.Blended.Havas.D&A.Tarradellas.Momentos.May.16,Arena Media,Casa Tarradellas,EUR,0.87,QSR,2016-05-26,0.1689,IO,Havas,Holding Company,Casa Tarradelllas
538667,2016 Full House Lottery Post Early Bird Order 30758 Jun7_23,Calder Bateman Communications Ltd.,Full House Lottery,CAD,1.25,Finance,2016-06-08,0,IO,Independent,Independent,Full House Lotteries c/o Calder Bateman
538677,2016 Weigh Watchers CPA June,Neo Ogilvy,"Weight Watchers International, Inc.",CAD,1.25,Health,2016-06-01,0,IO,WPP,Holding Company,Weight Watchers
538687,Nation 2016 MA Home Energy Services,KSV,National Grid plc,USD,1,Energy,2016-05-26,0,IO,Independent,Independent,National Grid
538707,Lite N' Easy Video Jun16,Zenithoptimedia,Lite n Easy,AUD,1.31,Health,2016-05-27,0,IO,Publicis group,Holding Company,Lite n Easy
538717,Exponential.Vizeum.KingLiving.WinterSale.JuneAugust2016,Vizeum,King Furniture,AUD,1.31,Retail,2016-05-27,0.1,IO,Aegis,Holding Company,King Furniture
538737,Exponential.DR.Accuen.Gumtree.Performance.MayJun2016,Accuen Media,eBay Inc.,AUD,1.31,Media,2016-05-27,0,IO,Omnicom group,Holding Company,Gumtree
538747,Exponential.DR.Vizeum.Accor.JuneSuperSaleJune2016,Vizeum,Accor,AUD,1.31,Travel and Transport,2016-05-31,0.1,IO,Aegis,Holding Company,Accor Hotels
538757,FlyDubai Oman May 2016,Starcom Mediavest,Flydubai,AED,3.67,Travel and Transport,2016-05-27,0.12,IO,Publicis group,Holding Company,Fly Dubai UAE
538767,VDX.GM.Mediacom.Pernod.Seagrams.May.16,Group M,Pernod Ricard,EUR,0.87,Consumer Goods,2016-05-27,0.3085,IO,WPP,Holding Company,Seagrams VDX
538777,UCAS June 2016,Chase Media,The Universities and Colleges Admissions Service,GBP,0.68,Education,2016-05-30,0,IO,Independent,Independent,UCAS
538787,VDX.Instream.GM.Mindshare.Jaguar.XE.Junio.16,Group M,Tata Group,EUR,0.87,Automotive,2016-05-27,0.3085,IO,WPP,Holding Company,Jaguar VDX
538797,Exponential.Performance.IabStandard.CPM.Havas.CheBanca.Jun.16,Havas Digital,CheBanca,EUR,0.87,Finance,2016-05-27,0.1,IO,Havas,Holding Company,CheBanca3
538807,Holiday Autos June 2016,Essence Media,Holiday Autos,GBP,0.68,Automotive,2016-05-30,0.075,IO,Independent,Independent,Holiday Autos
538817,Axa June July 2016,Havas Digital,Axa S.A.,GBP,0.68,Finance,2016-05-27,0.1,IO,Havas,Holding Company,AXA
538827,SonyPictures.AngryBirds.May.2016,VirtualNet,Sony Corporation,MXN,17.18,Hardware & Electronics,2016-05-27,0,IO,Independent,Independent,Sony Pictures
538847,Northwestern Pediatrics 6.6-8.31 2016,Laughlin Constable,Cadence Health,USD,1,Health,2016-06-03,0,IO,Independent,Independent,Northwestern Pediatrics
538857,StraightTalk_LTO_2016_Q2,Medimm LLC,America Movil,USD,1,Telecoms,2016-05-30,0,IO,Independent,Independent,StraightTalk
538867,NZDF_Electronics Technician_June_2016,Starcom Mediavest,New Zealand Defence Force,NZD,1.43,Public Services,2016-05-31,0,IO,Publicis group,Holding Company,NZ Defence
538877,NZDF_Army Officer_June_2016,Starcom Mediavest,New Zealand Defence Force,NZD,1.43,Public Services,2016-05-31,0,IO,Publicis group,Holding Company,NZ Defence
538887,NZDF_Logistics_June_2016,Starcom Mediavest,New Zealand Defence Force,NZD,1.43,Public Services,2016-05-31,0,IO,Publicis group,Holding Company,NZ Defence
538897,Mattamy Homes Vita on the Lake,Bensimon Byrne Agency,Mattamy Homes,CAD,1.25,Real Estate,2016-05-30,0,IO,Independent,Independent,Mattamy homes
538907,NZDF_Army Trades_June_2016,Starcom Mediavest,New Zealand Defence Force,NZD,1.43,Public Services,2016-05-31,0,IO,Publicis group,Holding Company,NZ Defence
538917,Vic Gov Kangan and Bendigo May-Jun 2016,Mitchell & Partners,Victorian Government,AUD,1.31,"Government, Social and Political",2016-06-02,0.1,IO,Aegis,Holding Company,Kangan Institute
538927,Adobe_FY16_Creative_EDUConsideration?·NA_RM,Direct,Adobe Systems Incorporated,USD,1,Technology,2016-05-30,0,IO,Independent,Direct,Adobe
538937,VDX.Display Multidispositivo.GM.Mediacom.GSK.Binaca.Jun.16,Group M,GlaxoSmithKline Plc,EUR,0.87,Health,2016-05-30,0.3085,IO,WPP,Holding Company,GSK VDX
538947,VDX.Display Multidispositivo.GM.Mediacom.GSK.Voltadol.Jun.16,Group M,GlaxoSmithKline Plc,EUR,0.87,Health,2016-05-30,0.3085,IO,WPP,Holding Company,GSK VDX
538957,SA Mint June Burst,MediaShop,The South African Mint Company,ZAR,14.19,Consumer Goods,2016-05-30,0,IO,Independent,Independent,SA Mint
538967,Adidas E Comm Campaign,Aegis Media,Adidas AG,ZAR,14.19,Retail,2016-05-30,0.04,IO,Aegis,Holding Company,Adidas
538977,Mercedes Benz - E-Class,Omnicom Media Group,Daimler AG,ZAR,14.19,Automotive,2016-07-26,0,IO,Omnicom group,Holding Company,Mercedes Benz
538987,ACER_YOU ARE WHAT YOU WANT_Digital Campaign_Phase2_May_June'16,Starcom Mediavest,Acer Inc.,MYR,4,Hardware & Electronics,2016-05-31,0,IO,Publicis group,Holding Company,Acer Mobile
538997,HAL AUS June-July 2016,Digitas,Carnival Corporation & plc,GBP,0.68,Travel and Transport,2016-05-30,0.1122,IO,Publicis group,Holding Company,HAL
539007,Sunny BAU June 2016,Mindshare,"Think Finance, Inc",GBP,0.68,Finance,2016-06-02,0,IO,WPP,Holding Company,Sunny Site
539017,Amex All Products June 16,Mindshare,American Express Company,GBP,0.68,Finance,2016-05-30,0,IO,WPP,Holding Company,Amex All Products
539027,Amex Multicard June 2016,Mindshare,American Express Company,GBP,0.68,Finance,2016-05-30,0,IO,WPP,Holding Company,Amex Multicard
539037,Promocion Michelin Verano June 2016,MEC,Michelin,MXN,17.18,Retail,2016-05-30,0.3,IO,WPP,Holding Company,Michelin
539047,CCEC.June.July.Aug.Sept.Oct.Nov 2016 Display,R&R Partners,Arizona Citizens Clean Election Commission,USD,1,"Government, Social and Political",2016-06-01,0,IO,Independent,Independent,Citizens Clean Elections Commiss
539057,CCEC.June.July.Aug.Sept.Oct.Nov 2016  Mobile,R&R Partners,Arizona Citizens Clean Election Commission,USD,1,"Government, Social and Political",2016-06-01,0,IO,Independent,Independent,Citizens Clean Elections Commiss
539067,CCEC.June.July.Aug.Sept.Oct.Nov 2016 pre-roll,R&R Partners,Arizona Citizens Clean Election Commission,USD,1,"Government, Social and Political",2016-06-01,0,IO,Independent,Independent,Citizens Clean Elections Commiss
539077,Sharp Ultra Large Display,Origami,Foxconn Technology Group,AED,3.67,Technology,2016-06-03,0,IO,Independent,Independent,Sharp
539087,Flight Centre- Student Flight June 2016,Draftfcb,Flight Centre Limited,NZD,1.43,Travel and Transport,2016-06-01,0,IO,Interpublic,Holding Company,Student
539097,Feld Monster Jam Jun 2016,Mitchell & Partners,Feld Entertainment,AUD,1.31,Entertainment,2016-05-31,0.1,IO,Aegis,Holding Company,Monster Jam
539107,Video_LaZBoy_2016,Nunn Media,La-Z-Boy,AUD,1.31,Consumer Goods,2016-06-01,0,IO,Independent,Independent,LazyBoy
539117,Exponential.DR.Havas.Emirates.DAO.Q2.June2016,Havas Digital,Emirates Group,AUD,1.31,Travel and Transport,2016-06-02,0.1,IO,Havas,Holding Company,Emirates
539127,Standard Chartered AsiaMiles & China Union Pay Credit Cards Performance Display Promotion Jun 2016,iProspect,Standard Chartered Bank,HKD,7.75,Finance,2016-05-31,0.15,IO,Aegis,Holding Company,Standard Chartered Bank
539137,Central Intelligence_June 2016,MEC,United International Pictures,SGD,1.34,Entertainment,2016-05-31,0,IO,WPP,Holding Company,United International Pictures
539147,TF.CPMA.GroupM.Mindshare.Ford.Edge.Junio2016,Group M,Ford Motor Company,EUR,0.87,Automotive,2016-05-31,0.3085,IO,WPP,Holding Company,Ford
539157,BMW Centennial Q2 2016,Universal Media,BMW,EUR,0.87,Automotive,2016-06-02,0,IO,Interpublic,Holding Company,BMW
539167,VDX.Instream.CPV.Ymedia.Wink.Mini.Hatch.May.16,Ymedia,BMW,EUR,0.87,Automotive,2016-05-31,0.2453,IO,Independent,Independent,Mini Ado
539177,Oppo_F1_June'16,Starcom Mediavest,BBK Electronics Corporation,INR,66.36,Telecoms,2016-06-01,0.0623,IO,Publicis group,Holding Company,Oppo Mobiles
539187,IG Markets Performance_June 2016,Starcom Mediavest,IG Group,SGD,1.34,Finance,2016-06-01,0,IO,Publicis group,Holding Company,IG Markets Singapore
539197,Standard_PreRoll_Amazon_PrimeBrand_DE_Q2_2016,Initiative Media,"Amazon.com, Inc.",EUR,0.87,Retail,2016-05-31,0.15,IO,Interpublic,Holding Company,Amazon
539207,Ford.Mindshare.Everest_June16,MINTERACTION,Ford Motor Company,THB,34.79,Automotive,2016-05-31,0.02,IO,WPP,Holding Company,Ford
539217,Lancome Juice Campaign 2016.EDGE,CADREON,LOreal,AED,3.67,Consumer Goods,2016-05-31,0.11,Edge,Interpublic,Holding Company,Lanc√¥me
539227,KFC Dunked Wings,Mindshare,"Yum Brands, Inc.",ZAR,14.19,QSR,2016-06-13,0.11,IO,WPP,Holding Company,KFC Dunked Wings
539237,Wonga SA June 2016,Unique Digital,Wonga.com,ZAR,14.19,Finance,2016-06-01,0,IO,Independent,Independent,Wonga SA
539247,TF.GroupM.Mindshare.Ford.Sellanthon.Junio2016,Group M,Ford Motor Company,EUR,0.87,Automotive,2016-06-01,0.3085,IO,WPP,Holding Company,Ford
539257,"TF, Havas Senegal, Novotel Early Breaks, June Nov 2016",Havas Digital,Accor,EUR,0.87,Travel and Transport,2016-06-03,0.1,IO,Havas,Holding Company,Novotel
539267,Panasonic TV Viera 2016_SOV + VDX Billboard & Adhesion,idotyou Sdn Bhd,Panasonic Corporation,MYR,4,Hardware & Electronics,2016-06-01,0,IO,Independent,Independent,Panasonic
539277,Bupa PHI Masthead Jun2016,OMD,The British United Provident Association Limited,AUD,1.31,Finance,2016-05-31,0,IO,Omnicom group,Holding Company,Bupa - Young Singles & Couples
539287,Exponential.Vizeum.Carnival.JunAug2016,Vizeum,Carnival Corporation & plc,AUD,1.31,Travel and Transport,2016-06-01,0.1,IO,Aegis,Holding Company,Carnival Cruises
539297,Pegasus Airlines Jordan May 2016,Carat,ESAS Holding,AED,3.67,Travel and Transport,2016-06-01,0.15,IO,Aegis,Holding Company,Pegasus Airlines
539307,DBS Black Card Acquisition  ,MEC,DBS Bank,HKD,7.75,Finance,2016-06-01,0,IO,WPP,Holding Company,DBS Hong Kong
539317,VDX.Display Multidispositivo.GM.Mediacom.GSK.Sensodyne.Junio.16,Group M,GlaxoSmithKline Plc,EUR,0.87,Health,2016-06-01,0.3085,IO,WPP,Holding Company,GSK VDX
539327,TF.CPMA.GroupM.Mindshare.Ford.Kuga.Junio2016,Group M,Ford Motor Company,EUR,0.87,Automotive,2016-06-01,0.3085,IO,WPP,Holding Company,Ford
539337,Jaguar SSA - FPACE Launch,Mindshare,Tata Group,ZAR,14.19,Automotive,2016-06-07,0.11,IO,WPP,Holding Company,F-PACE
539347,Standards_Havas_Emirates_Q1_tactical_Economy_June2016,Havas Digital,Emirates Group,EUR,0.87,Travel and Transport,2016-06-01,0.1,IO,Havas,Holding Company,Emirates DE
539357,Emirates Always on June 2016,Havas Digital,Emirates Group,INR,66.36,Travel and Transport,2016-06-01,0.1,IO,Havas,Holding Company,Emirates
539367,TF.CPM-A.GroupM.Mindshare.Ford.AlwaysOn.Junio2016,Group M,Ford Motor Company,EUR,0.87,Automotive,2016-06-01,0.3085,IO,WPP,Holding Company,Ford
539377,VDX.Display.Vertical.Vivaki.Starcom.Samsung.HHP.Usun.Jun.16,Vivaki Communications,Samsung,EUR,0.87,Hardware & Electronics,2016-06-01,0.26,IO,Publicis group,Holding Company,Samsung VDX
539387,IAB.CPM-A.Havas.Ecselis.Citroen.Turismos.Jun.16,Media Contacts,"PSAG Automoviles Comercial Espana, S.A.",EUR,0.87,Automotive,2016-06-01,0.1689,IO,Havas,Holding Company,Citroen.TF
539397,IAB.CPM-A.Havas.Ecselis.Citroen.Ds4.Jun.16,Media Contacts,"PSAG Automoviles Comercial Espana, S.A.",EUR,0.87,Automotive,2016-06-01,0.1689,IO,Havas,Holding Company,Citroen.TF
539407,VDX_PreRoll_Havas_chiquita_JustSmile_H1_Italy_June2016,Media Contacts,Chiquita Brands International Inc.,EUR,0.87,Consumer Goods,2016-06-03,0.1,IO,Havas,Holding Company,Chiquita
539417,DX_PreRoll_Havas_chiquita_JustSmile_H1_Germany_June2016,Media Contacts,Chiquita Brands International Inc.,EUR,0.87,Consumer Goods,2016-06-01,0.1,IO,Havas,Holding Company,Chiquita
539427,HAL VDX June 2016,Digitas,Carnival Corporation & plc,GBP,0.68,Travel and Transport,2016-06-01,0.1122,IO,Publicis group,Holding Company,HAL
539437,IAB.CPM-A.Havas.Ecselis.Peugeot.Jun.16,Media Contacts,"PSAG Automoviles Comercial Espana, S.A.",EUR,0.87,Automotive,2016-06-01,0.1689,IO,Havas,Holding Company,Peugeot.Oferta
539447,IAB.CPM-A.Havas.HavasManagement.Orange.Canguro.Jun.16,Havas Digital,Orange S.A.,EUR,0.87,Telecoms,2016-06-01,0.1689,IO,Havas,Holding Company,Orange 
539457,Display Dagmar Finnair Jun 16,Dagmar,Finnair,EUR,0.87,Travel and Transport,2016-06-02,0,IO,Independent,Independent,Finnair
539467,Display.CPM-A.Hellomedia.Selfbank.Banca y Fondos.Junio.16,Hello Media Group S.L.,Self Bank,EUR,0.87,Finance,2016-06-02,0.15,IO,Independent,Independent,Self Bank
539477,CharterCARE Weight Loss June 2016,Lin Digital,Roger Williams Medical Center,USD,1,Health,2016-06-02,0,IO,Independent,Independent,Roger Williams Medical Center
539487,SAM_LREL_71432_17_Q2_DSC_GVLL,MediaVest,"Wal-Mart Stores, Inc.",USD,1,Retail,2016-06-22,0,IO,Publicis group,Holding Company,Sams Club
539497,IAB.CPM-A.Zizer.Dentix.Jun.16,ZIZER,Dentix,EUR,0.87,Health,2016-06-01,0,IO,Independent,Independent,IAB.Dentix
539507,Transunion June Burst 2016,25am,Transunion,ZAR,14.19,Finance,2016-06-02,0,IO,Independent,Independent,TransUnion
539527,2016 ITU World Triathlon Edmonton Aug1_Sep4,Mediactive,2014 Triathlon Edmonton Ltd,CAD,1.25,Gaming,2016-06-02,0,IO,Independent,Independent,2014 Triathlon Edmonton Ltd
539537,Lexus Foodie Adventure.2016,"IW Group, Inc.",Toyota Motor Corporation,USD,1,Automotive,2016-06-01,0,IO,Independent,Independent,Lexus Asian Market
539547,BMO EDB June - Aug CPA,Direct Access Digital,BMO Financial Group,CAD,1.25,Finance,2016-06-08,0,IO,Independent,Independent,BMO Everyday
539557,2016 Campaign CHI Print/TV/OOH/Digital.JPM EXPINT IN CHI JUN.Chinese.Display&Mobile,Rezonate Media,JPMorgan Chase & Co.,USD,1,Finance,2016-06-01,0,IO,Independent,Independent,Chase-Asian Market
539567,2016 Campaign CHI Print/TV/OOH/Digital.JPM EXPINT IN CHI JUNE.Chinese.Pre-roll,Rezonate Media,JPMorgan Chase & Co.,USD,1,Finance,2016-06-01,0,IO,Independent,Independent,Chase-Asian Market
539577,Neat Q2 Digital Media Campaign.June,PJA,"The Neat Company, Inc.",USD,1,Hardware & Electronics,2016-06-02,0,IO,Independent,Independent,Neat Receipts
539587,Chevrolet Malibu IAB Standard June,Carat,General Motors Company,MXN,17.18,Automotive,2016-06-02,0.303,IO,Aegis,Holding Company,Chevrolet
539597,2016 Canadian Direct Financial Ontario & East Jun1_Aug31,Mediactive,Canadian Western Bank,CAD,1.25,Finance,2016-06-02,0,IO,Independent,Independent,Canadian Direct Financial
539607,Healthier Workplace WA June16,OMD,Healthier Workplace WA,AUD,1.31,Health,2016-06-02,0,IO,Omnicom group,Holding Company,Healthier Workplace WA
539617,Energy Online Brand Campaign Phase 2 2016,Contagion,Genesis Energy Limited,NZD,1.43,Energy,2016-06-01,0,IO,Independent,Independent,Energy Online
539627,Google App Ramadhan June 2016,OMD,Google Inc.,IDR,13147,Technology,2016-06-02,0,IO,Omnicom group,Holding Company,Google Apps Campaign
539637,Display.CPM-A.Hellomedia.Selfbank.Depositos.Junio.16,Hello Media Group S.L.,Self Bank,EUR,0.87,Finance,2016-06-02,0.15,IO,Independent,Independent,Self Bank
539647,British Airways Winter Sale,iProspect,"International Airlines Group, S.A.",ZAR,14.19,Travel and Transport,2016-06-07,0,IO,Aegis,Holding Company,British Airways
539657,YU Mobil_June'16,Interactive Avenues,Micromax,INR,66.36,Hardware & Electronics,2016-06-14,0.12,IO,Interpublic,Holding Company,YU Mobil: Yunicorn launch media Campaign
539667,VDX.Vivaki.OM.Nestle.Perrier.Junio2016,Vivaki Communications,Nestle S.A.,EUR,0.87,Consumer Goods,2016-06-02,0.26,IO,Publicis group,Holding Company,Perrier VDX
539677,IAB.CPM-L.Ymedia.Wink.Mutua.Jun.16,Ymedia,Mutua Madrilena,EUR,0.87,Finance,2016-06-03,0.2453,IO,Independent,Independent,IAB Mutua
539687,Display.Hellomedia.Luckia.Junio16,Hello Media Group S.L.,Luckia,EUR,0.87,Entertainment,2016-06-02,0.15,IO,Independent,Independent,Luckia
539697,VDX Royal Canin Q2 ,Universal Media,Mars Incorporated,EUR,0.87,Consumer Goods,2016-06-14,0,IO,Interpublic,Holding Company,Royal Canin
539707,VDX.Display.Horizontal.Hello.XTB.Junio.16,Hello Media Group S.L.,X-Trade Brokers,EUR,0.87,Finance,2016-06-02,0.15,IO,Independent,Independent,XTB VDX
539717,VDX.Display.Havas.Forward.Movistar+Cine.Jun.16,Forward,Telefonica,EUR,0.87,Telecoms,2016-06-03,0.1689,IO,Havas,Holding Company,Movistar.Expo
539727,FY2016|CDW| 2H Off-Domain Activity_Solutions,Neo Ogilvy,CDW Corporation,USD,1,Business and Industry,2016-06-02,0,IO,WPP,Holding Company,CDW
539737,Connected PDF Launch,Just Media,Foxit Software Incorporated,USD,1,Technology,2016-06-07,0,IO,Independent,Independent,Foxit
539757,2016 Alaska Airlines Brand - Digital (25057),Haworth,Alaska Air Group Inc.,USD,1,Travel and Transport,2016-06-28,0,IO,Independent,Independent,Alaska Airlines
539777,Breakbounce_GTS_Mobile_StandardBanners,ODigMa Consultancy Solutions Pvt Ltd,BREAKBOUNCE,INR,67.16,Retail,2016-06-03,0,IO,Independent,Independent,Break Bounce
539787,Insurance Commission WA VDX Jul-Sep16,Carat,Government of Western Australia,AUD,1.37,"Government, Social and Political",2016-06-14,0.1,IO,Aegis,Holding Company,Insurance Commission of WA
539807,Nissan Livina 2016,Accuen Media,Nissan Motor Company Ltd,IDR,13147,Automotive,2016-06-03,0,IO,Omnicom group,Holding Company,Nissan Livina
539817,LIBRESSE ADIBAH KARATE_June-July 2016,Zenith Media,SCA group,MYR,4,Retail,2016-06-08,0,IO,Publicis group,Holding Company,SCA - Libresse
539827,Sky Q Billboard Q2 2016,MediaCom,"Twenty-First Century Fox, Inc.",GBP,0.68,Media,2016-06-03,0,IO,WPP,Holding Company,Sky Q
539837,Expo.GM.Mindshare.Anida.Cuota.Junio2016,Group M,Banco Bilbao Vizcaya Argentaria,EUR,0.89,Finance,2016-06-03,0.3085,IO,WPP,Holding Company,BBVA Global
539847,TF.CPM-A.GroupM.Maxus.AlwaysOn.Fiat500.Junio2016,Group M,Fiat S.p.A.,EUR,0.89,Automotive,2016-06-03,0.3085,IO,WPP,Holding Company,Fiat TF
539857,TF.CPM-A.GroupM.Maxus.AlwaysOn.Fiat500X.Junio2016,Group M,Fiat S.p.A.,EUR,0.89,Automotive,2016-06-03,0.3085,IO,WPP,Holding Company,Fiat TF
539867,TF.CPM-A.GroupM.Mediacom.Skoda.Fabia LikeJunio2016,Group M,Volkswagen Group,EUR,0.89,Automotive,2016-06-22,0.3085,IO,WPP,Holding Company,TF Skoda
539877,HDFS JUNE AUGUST2016,Critical Mass,Harley-Davidson,USD,1,Automotive,2016-06-03,0,IO,Independent,Independent,Harley Financial
539887,2016 Tourism Whistler Children's Festival Jun20_Jul7,Wasserman & Partners,Tourism Whistler,CAD,1.3,Travel and Transport,2016-06-14,0,IO,Independent,Independent,Whistler Tourism
539897,Ford.LINCOLN.MKZ.June.2016,Group M,Ford Motor Company,MXN,18.45,Automotive,2016-06-03,0.3,IO,WPP,Holding Company,Ford
539907,Ford.LINCOLN.MKZ.July.2016 ,Group M,Ford Motor Company,MXN,18.45,Automotive,2016-06-03,0.3,IO,WPP,Holding Company,Ford
539917,Air Tahiti AU June ,Electric Art Advertising,Air Tahiti Nui,NZD,1.47,Travel and Transport,2016-06-08,0,IO,Independent,Independent,New site Australia
539927,Oakland Massage Therapy- Campaign.Metrotip,Direct,Oakland Massage Therapy,USD,1,Health,2016-06-08,0,Metrotip,Independent,Direct,Oakland Massage Therapy.Metrotip
539937,HONDA PROMOCIONES JUNE.2016,Divan Digital,"Honda Motor Company, Ltd.",MXN,18.45,Automotive,2016-06-14,0.15,IO,Independent,Independent,Honda
539947,EA H2 Upweight Campaign Jun-Dec16,iProspect,CLP Group,AUD,1.37,Energy,2016-06-07,0.1,IO,Aegis,Holding Company,Energy Australia
539967,IAB.CPC.Ideonomia.Citytime.Pandora.Jun.16,IDEONOMIA,Citytime,EUR,0.89,Retail,2016-06-07,0.14,IO,Independent,Independent,Citytime.IAB
539977,Instream.CPV.Ymedia.Wink.BMW.i3.Jun.16,Ymedia,BMW,EUR,0.89,Automotive,2016-06-14,0.2453,IO,Independent,Independent,Instream.BMW
539987,TigerAir_Resultrix_June16,Convonix,Temasek Holdings,INR,67.16,Travel and Transport,2016-06-14,0.0623,IO,Publicis group,Holding Company,Tiger Airways
539997,Coolpad_VDX_Halfpage_Instream,ODigMa Consultancy Solutions Pvt Ltd,Coolpad Group Limited,INR,67.16,Retail,2016-06-07,0,IO,Independent,Independent,Coolpad India
540007,Display_Havas_EmiratesCH_AlwaysON_2016-2017,Media Contacts,Emirates Group,EUR,0.89,Travel and Transport,2016-06-07,0.1,IO,Havas,Holding Company,Emirates Swiss
540017,VDX.Display.Opera.PHD.Turismo.Canarias.Jun.16,Omnicom Media Group,Canary Islands Tourism,EUR,0.89,Travel and Transport,2016-06-07,0.352,IO,Omnicom group,Holding Company,Turismo de Canarias
540027,Budget Insurance ,Upstream Advertising,Budget Insurance Company Ltd,ZAR,15.69,Finance,2016-06-15,0,IO,Independent,Independent,Budget Insurance
540047,Enfagrow June 2016,Starcom Mediavest,Mead Johnson & Company,IDR,13868,Health,2016-06-14,0,IO,Publicis group,Holding Company,Mead Johnson Indonesia
540057,Nissan March 2016,Accuen Media,Nissan Motor Company Ltd,IDR,13868,Automotive,2016-06-14,0,IO,Omnicom group,Holding Company,Nissan March
540067,TF.CPM-A.GroupM.Maxus.AlwaysOn.Junio2016,Group M,Fiat S.p.A.,EUR,0.89,Automotive,2016-06-07,0.3085,IO,WPP,Holding Company,Fiat TF
540077,VDX.Display.Havas.Forward.Tuenti.Jun.16,Forward,Telefonica,EUR,0.89,Telecoms,2016-06-14,0.1689,IO,Havas,Holding Company,Tuenti.Expo
